order_id,customer_id,product_id,order_date,quantity,unit_price,discount_pct,gross_amount,net_amount,payment_method,channel,marketing_source,delivery_days,returned,review_score,segment,city,category
O01690,C0481,P009,2024-03-07,5,157.91,0.17,789.55,655.33,Carte,App,Partenariat,0.0,0,5.0,Entreprise,Port-au-Prince,Cours
O01691,C0414,P040,2025-08-29,3,141.14,0.1,423.42,381.08,Virement,Web,Email,2.0,0,5.0,Professionnel,Port-au-Prince,Cloud
O01692,C0177,P053,2025-09-26,1,325.9,0.15,325.9,277.02,Carte,Web,Partenariat,3.0,0,5.0,Indépendant,Jacmel,Cloud
O01693,C0247,P005,2024-12-28,1,1123.49,0.02,1123.49,1101.02,Virement,App,Organique,12.0,0,4.0,Étudiant,Abidjan,Laptop
O01694,C0062,P039,2025-02-18,1,179.66,0.11,179.66,159.9,Carte,Boutique,Référencement payant,5.0,0,5.0,Professionnel,Jacmel,Cours
O01695,C0469,P053,2024-06-08,4,325.9,0.13,1303.6,1134.13,Carte,App,Email,0.0,0,4.0,Professionnel,Montréal,Cloud
O01696,C0116,P002,2024-02-18,4,1058.14,0.07,4232.56,3936.28,Mobile Money,App,Organique,7.0,0,5.0,Étudiant,Santo Domingo,Laptop
O01697,C0189,P031,2025-11-06,3,165.54,0.23,496.62,382.4,Carte,Web,Organique,3.0,0,5.0,Professionnel,Cap-Haïtien,Cours
O01698,C0215,P005,2024-12-11,4,1123.49,0.1,4493.96,4044.56,Mobile Money,Boutique,Organique,11.0,0,5.0,Indépendant,Port-au-Prince,Laptop
O01699,C0132,P011,2024-07-15,3,41.85,0.01,125.55,124.29,Virement,Web,Réseaux sociaux,3.0,0,5.0,Indépendant,Abidjan,Cours
O01700,C0318,P030,2025-05-10,4,408.53,0.17,1634.12,1356.32,Mobile Money,Boutique,Organique,1.0,0,4.0,Entreprise,Cap-Haïtien,Cloud
O01701,C0498,P020,2024-01-19,4,1817.26,0.2,7269.04,5815.23,Mobile Money,App,Organique,16.0,0,4.0,Entreprise,Port-au-Prince,Laptop
O01702,C0428,P006,2024-02-27,3,75.23,0.03,225.69,218.92,Cash,Web,Organique,3.0,0,5.0,Étudiant,Abidjan,Accessoire
O01703,C0266,P049,2024-06-22,4,308.72,0.0,1234.88,1234.88,Mobile Money,Web,Email,3.0,0,4.0,Indépendant,Montréal,Logiciel
O01704,C0066,P013,2024-11-18,2,61.14,0.25,122.28,91.71,Carte,App,Organique,2.0,0,4.0,Étudiant,Port-au-Prince,Livre
O01705,C0432,P053,2024-09-19,4,325.9,0.19,1303.6,1055.92,Virement,App,Organique,1.0,0,5.0,Indépendant,Cap-Haïtien,Cloud
O01706,C0129,P011,2024-05-13,5,41.85,0.02,209.25,205.06,Carte,App,Réseaux sociaux,1.0,0,4.0,Étudiant,Gonaïves,Cours
O01707,C0456,P032,2024-09-08,2,756.36,0.2,1512.72,1210.18,Carte,Boutique,Réseaux sociaux,8.0,0,5.0,Entreprise,Cap-Haïtien,Laptop
O01708,C0198,P044,2024-08-26,4,238.63,0.08,954.52,878.16,Carte,Web,Organique,3.0,0,5.0,Professionnel,Santo Domingo,Logiciel
O01709,C0260,P029,2025-01-10,1,26.81,0.25,26.81,20.11,Carte,Web,Direct,0.0,0,4.0,Étudiant,Cap-Haïtien,Livre
O01710,C0219,P026,2025-02-06,2,95.37,0.13,190.74,165.94,Carte,App,Réseaux sociaux,5.0,0,4.0,Étudiant,Les Cayes,Accessoire
O01711,C0228,P046,2025-09-23,4,125.59,0.22,502.36,391.84,Carte,Web,Organique,3.0,0,5.0,Indépendant,Cap-Haïtien,Cours
O01712,C0083,P001,2025-07-30,2,1681.08,0.1,3362.16,3025.94,Mobile Money,App,Email,11.0,0,3.0,Entreprise,Cap-Haïtien,Laptop
O01713,C0277,P050,2024-07-28,2,24.97,0.07,49.94,46.44,Mobile Money,Boutique,Partenariat,2.0,0,4.0,Professionnel,Montréal,Livre
O01714,C0202,P042,2025-10-07,2,68.31,0.3,136.62,95.63,Cash,Web,Réseaux sociaux,3.0,1,5.0,Entreprise,Port-au-Prince,Cloud
O01715,C0424,P046,2025-01-07,1,125.59,0.14,125.59,108.01,Carte,App,Organique,1.0,0,4.0,Professionnel,Mirebalais,Cours
O01716,C0239,P026,2024-05-14,4,95.37,0.03,381.48,370.04,Carte,App,Email,13.0,0,5.0,Professionnel,Santo Domingo,Accessoire
O01717,C0483,P024,2024-08-31,1,133.87,0.04,133.87,128.52,Mobile Money,Web,Réseaux sociaux,3.0,0,4.0,Professionnel,Paris,Cours
O01718,C0149,P035,2025-06-14,2,52.24,0.01,104.48,103.44,Carte,App,Réseaux sociaux,3.0,0,5.0,Indépendant,Abidjan,Livre
O01719,C0165,P039,2025-08-10,2,179.66,0.02,359.32,352.13,Carte,App,Direct,2.0,0,,Étudiant,,Cours
O01720,C0019,P056,2024-09-24,5,144.68,0.23,723.4,557.02,Mobile Money,Web,Direct,1.0,0,4.0,Étudiant,Saint-Marc,Logiciel
O01721,C0370,P052,2024-04-22,5,1932.53,0.05,9662.65,9179.52,Mobile Money,Web,Email,5.0,0,5.0,Indépendant,Montréal,Laptop
O01722,C0037,P004,2024-05-17,1,91.27,0.06,91.27,85.79,Carte,Web,Organique,7.0,0,3.0,Professionnel,Fort-Liberté,Accessoire
O01723,C0143,P010,2024-03-15,1,28.28,0.02,28.28,27.71,Mobile Money,App,Email,3.0,0,5.0,Professionnel,Abidjan,Livre
O01724,C0456,P057,2025-05-14,4,55.74,0.14,222.96,191.75,Mobile Money,Web,Direct,2.0,0,5.0,Entreprise,Cap-Haïtien,Cours
O01725,C0306,P024,2024-12-25,2,133.87,0.17,267.74,222.22,Virement,Web,Direct,3.0,0,5.0,Indépendant,Montréal,Cours
O01726,C0280,P035,2024-11-18,4,52.24,0.1,208.96,188.06,Carte,Boutique,Organique,1.0,0,3.0,Indépendant,Port-au-Prince,Livre
O01727,C0403,P004,2025-04-25,5,91.27,0.11,456.35,406.15,Mobile Money,App,Organique,3.0,0,4.0,Étudiant,Port-au-Prince,Accessoire
O01728,C0386,P007,2025-08-15,1,308.43,0.15,308.43,262.17,Mobile Money,App,Organique,8.0,0,4.0,Étudiant,Port-au-Prince,Logiciel
O01729,C0444,P025,2025-07-22,5,95.45,0.07,477.25,443.84,Carte,Boutique,Partenariat,2.0,0,4.0,Indépendant,Cap-Haïtien,Cours
O01730,C0333,P044,2024-04-08,1,238.63,0.15,238.63,202.84,Mobile Money,Web,Réseaux sociaux,5.0,0,5.0,Indépendant,Paris,Logiciel
O01731,C0225,P047,2025-02-25,2,122.9,0.14,245.8,211.39,Mobile Money,Web,Réseaux sociaux,3.0,0,3.0,Entreprise,Jérémie,Cours
O01732,C0066,P054,2025-09-22,3,1341.69,0.14,4025.07,3461.56,Carte,App,Réseaux sociaux,5.0,0,4.0,Étudiant,Port-au-Prince,Laptop
O01733,C0185,P012,2025-07-07,5,74.3,0.09,371.5,338.06,Mobile Money,Web,Organique,8.0,0,4.0,Indépendant,Port-au-Prince,Livre
O01734,C0353,P013,2024-08-23,3,61.14,0.05,183.42,174.25,Mobile Money,Web,Partenariat,1.0,0,4.0,Étudiant,Port-au-Prince,Livre
O01735,C0127,P033,2024-10-07,1,119.22,0.28,119.22,85.84,Mobile Money,App,Réseaux sociaux,14.0,0,5.0,Étudiant,Dakar,Accessoire
O01736,C0336,P033,2025-09-28,2,119.22,0.15,238.44,202.67,Carte,Web,Organique,5.0,0,5.0,Entreprise,Abidjan,Accessoire
O01737,C0067,P003,2024-01-24,4,40.16,0.03,160.64,155.82,Mobile Money,Web,Référencement payant,3.0,0,5.0,Professionnel,Hinche,Livre
O01738,C0031,P027,2025-01-10,3,1016.89,0.04,3050.67,2928.64,Carte,App,Email,8.0,0,4.0,Professionnel,Saint-Marc,Laptop
O01739,C0183,P054,2024-03-24,1,1341.69,0.18,1341.69,1100.19,Mobile Money,App,Référencement payant,6.0,0,5.0,Indépendant,Abidjan,Laptop
O01740,C0115,P010,2025-10-01,3,28.28,0.27,84.84,61.93,Mobile Money,Web,Partenariat,2.0,0,4.0,Étudiant,Port-au-Prince,Livre
O01741,C0436,P050,2024-01-28,3,24.97,0.07,74.91,69.67,Mobile Money,Web,Organique,3.0,0,5.0,Entreprise,Port-au-Prince,Livre
O01742,C0190,P027,2024-01-17,1,1016.89,0.07,1016.89,945.71,Mobile Money,App,Organique,3.0,0,5.0,Professionnel,Montréal,Laptop
O01743,C0210,P032,2024-08-23,2,756.36,0.14,1512.72,1300.94,Carte,Boutique,Organique,5.0,0,5.0,Indépendant,Gonaïves,Laptop
O01744,C0202,P039,2024-05-23,5,179.66,0.04,898.3,862.37,Carte,Web,Référencement payant,3.0,1,,Entreprise,Port-au-Prince,Cours
O01745,C0159,P043,2024-12-20,4,119.53,0.05,478.12,454.21,Mobile Money,Web,Direct,1.0,0,5.0,Professionnel,Les Cayes,Cours
O01746,C0459,P039,2024-08-02,1,179.66,0.11,179.66,159.9,Carte,App,Réseaux sociaux,2.0,0,4.0,Professionnel,Gonaïves,Cours
O01747,C0370,P007,2024-09-11,1,308.43,0.14,308.43,265.25,Mobile Money,Web,Référencement payant,3.0,0,4.0,Indépendant,Montréal,Logiciel
O01748,C0080,P018,2025-02-07,2,52.97,0.05,105.94,100.64,Mobile Money,Web,Référencement payant,1.0,0,4.0,Étudiant,Montréal,Cours
O01749,C0108,P051,2025-02-04,3,51.59,0.07,154.77,143.94,Virement,Web,Direct,14.0,0,4.0,Professionnel,Jérémie,Accessoire
O01750,C0041,P003,2025-10-30,3,40.16,0.11,120.48,107.23,Carte,Web,Réseaux sociaux,3.0,0,5.0,Professionnel,Dakar,Livre
O01751,C0129,P043,2024-12-09,4,119.53,0.03,478.12,463.78,Mobile Money,Web,Organique,1.0,0,5.0,Étudiant,Gonaïves,Cours
O01752,C0329,P032,2025-02-07,1,756.36,0.01,756.36,748.8,Carte,Web,Référencement payant,13.0,0,4.0,Étudiant,Port-au-Prince,Laptop
O01753,C0468,P008,2025-04-29,1,68.48,0.11,68.48,60.95,Virement,App,Partenariat,1.0,0,5.0,Professionnel,Jacmel,Logiciel
O01754,C0241,P008,2024-05-04,4,68.48,0.0,273.92,273.92,Mobile Money,Web,Référencement payant,2.0,0,4.0,Étudiant,Port-au-Prince,Logiciel
O01755,C0041,P059,2025-04-21,5,108.25,0.03,541.25,525.01,Mobile Money,Web,Partenariat,3.0,0,,Professionnel,Dakar,Cours
O01756,C0024,P002,2025-09-08,1,1058.14,0.26,1058.14,783.02,Mobile Money,Web,Réseaux sociaux,10.0,0,4.0,Indépendant,Cap-Haïtien,Laptop
O01757,C0208,P002,2024-08-15,2,1058.14,0.12,2116.28,1862.33,Carte,App,Référencement payant,6.0,0,4.0,Entreprise,Les Cayes,Laptop
O01758,C0133,P002,2024-05-07,4,1058.14,0.09,4232.56,3851.63,Mobile Money,Web,Organique,10.0,0,5.0,Étudiant,Cap-Haïtien,Laptop
O01759,C0289,P038,2024-09-04,1,98.38,0.06,98.38,92.48,Virement,Web,Réseaux sociaux,1.0,0,4.0,Étudiant,Paris,Cours
O01760,C0060,P056,2024-07-15,5,144.68,0.1,723.4,651.06,Carte,App,Organique,1.0,0,5.0,Professionnel,Montréal,Logiciel
O01761,C0116,P011,2025-02-22,2,41.85,0.12,83.7,73.66,Cash,App,Organique,2.0,0,5.0,Étudiant,Santo Domingo,Cours
O01762,C0278,P048,2025-09-09,3,74.61,0.12,223.83,196.97,Virement,App,Organique,7.0,0,5.0,Étudiant,Cap-Haïtien,Cours
O01763,C0141,P044,2025-03-02,2,238.63,0.14,477.26,410.44,Cash,Web,Référencement payant,0.0,0,3.0,Étudiant,Abidjan,Logiciel
O01764,C0183,P014,2024-03-30,4,120.86,0.12,483.44,425.43,Virement,Web,Partenariat,5.0,0,4.0,Indépendant,Abidjan,Cours
O01765,C0111,P005,2024-08-13,1,1123.49,0.16,1123.49,943.73,Carte,Web,Réseaux sociaux,11.0,0,4.0,Professionnel,Port-au-Prince,Laptop
O01766,C0026,P030,2025-05-07,1,408.53,0.15,408.53,347.25,Mobile Money,App,Réseaux sociaux,1.0,0,4.0,Professionnel,Port-au-Prince,Cloud
O01767,C0173,P005,2024-08-24,3,1123.49,0.02,3370.47,3303.06,Carte,Web,Organique,8.0,0,4.0,Étudiant,Port-au-Prince,Laptop
O01768,C0165,P007,2025-02-23,5,308.43,0.17,1542.15,1279.98,Mobile Money,Web,Réseaux sociaux,0.0,0,4.0,Étudiant,,Logiciel
O01769,C0450,P028,2025-05-11,4,26.12,0.16,104.48,87.76,Carte,Web,Organique,21.0,0,5.0,Professionnel,Port-au-Prince,Accessoire
O01770,C0447,P049,2024-08-23,4,308.72,0.06,1234.88,1160.79,Virement,Boutique,Email,3.0,0,4.0,Indépendant,Hinche,Logiciel
O01771,C0216,P060,2025-04-07,3,813.91,0.0,2441.73,2441.73,Carte,Web,Direct,13.0,0,4.0,Étudiant,Kinshasa,Laptop
O01772,C0144,P038,2024-10-11,1,98.38,0.28,98.38,70.83,Carte,Web,Réseaux sociaux,10.0,0,4.0,Étudiant,Port-au-Prince,Cours
O01773,C0209,P017,2024-04-06,3,108.73,0.08,326.19,300.09,Carte,Boutique,Référencement payant,1.0,0,4.0,Étudiant,Les Cayes,Logiciel
O01774,C0304,P020,2024-09-23,5,1817.26,0.2,9086.3,7269.04,Mobile Money,App,Référencement payant,11.0,0,4.0,Professionnel,Port-au-Prince,Laptop
O01775,C0194,P037,2024-11-11,4,120.19,0.15,480.76,408.65,Carte,App,Organique,0.0,0,3.0,Entreprise,Fort-Liberté,Cours
O01776,C0379,P011,2024-01-02,4,41.85,0.22,167.4,130.57,Carte,App,Réseaux sociaux,1.0,1,4.0,Étudiant,Montréal,Cours
O01777,C0483,P032,2025-09-30,2,756.36,0.25,1512.72,1134.54,Carte,Web,Organique,10.0,0,3.0,Professionnel,Paris,Laptop
O01778,C0202,P047,2025-01-12,3,122.9,0.23,368.7,283.9,Carte,App,Réseaux sociaux,0.0,0,4.0,Entreprise,Port-au-Prince,Cours
O01779,C0059,P051,2024-01-26,4,51.59,0.09,206.36,187.79,Cash,Web,Partenariat,,0,5.0,Professionnel,Port-au-Prince,Accessoire
O01780,C0061,P004,2025-09-12,4,91.27,0.09,365.08,332.22,Mobile Money,Boutique,Réseaux sociaux,12.0,0,5.0,Indépendant,Les Cayes,Accessoire
O01781,C0436,P018,2025-09-03,5,52.97,0.28,264.85,190.69,Carte,Web,Réseaux sociaux,1.0,0,5.0,Entreprise,Port-au-Prince,Cours
O01782,C0209,P016,2024-01-09,4,1572.54,0.1,6290.16,5661.14,Carte,App,Organique,6.0,0,5.0,Étudiant,Les Cayes,Laptop
O01783,C0164,P034,2024-04-26,2,294.16,0.1,588.32,529.49,Carte,Web,Réseaux sociaux,1.0,1,4.0,Entreprise,Port-au-Prince,Logiciel
O01784,C0310,P012,2024-09-17,2,74.3,0.16,148.6,124.82,Carte,Web,Direct,2.0,0,5.0,Professionnel,Paris,Livre
O01785,C0479,P058,2024-12-28,4,222.36,0.12,889.44,782.71,Carte,Web,Réseaux sociaux,3.0,0,4.0,Étudiant,Les Cayes,Cloud
O01786,C0213,P056,2025-06-02,5,144.68,0.12,723.4,636.59,Carte,App,Référencement payant,2.0,0,4.0,Étudiant,Port-au-Prince,Logiciel
O01787,C0158,P020,2024-10-30,5,1817.26,0.13,9086.3,7905.08,Carte,Web,Organique,8.0,0,4.0,Étudiant,Montréal,Laptop
O01788,C0432,P025,2025-03-13,4,95.45,0.07,381.8,355.07,Carte,Boutique,Organique,2.0,0,5.0,Indépendant,Cap-Haïtien,Cours
O01789,C0042,P027,2024-01-08,3,1016.89,0.24,3050.67,2318.51,Mobile Money,Web,Réseaux sociaux,12.0,0,5.0,Entreprise,Saint-Marc,Laptop
O01790,C0423,P003,2025-04-15,5,40.16,0.13,200.8,174.7,Carte,App,Direct,0.0,0,5.0,Étudiant,Santo Domingo,Livre
O01791,C0261,P054,2025-10-16,5,1341.69,0.2,6708.45,5366.76,Mobile Money,App,Organique,9.0,0,4.0,Professionnel,Port-au-Prince,Laptop
O01792,C0011,P047,2025-01-11,1,122.9,0.03,122.9,119.21,Mobile Money,Web,Référencement payant,1.0,0,5.0,Entreprise,Gonaïves,Cours
O01793,C0114,P020,2024-11-21,2,1817.26,0.22,3634.52,2834.93,Virement,App,Organique,14.0,0,5.0,Étudiant,Abidjan,Laptop
O01794,C0340,P033,2024-07-31,2,119.22,0.02,238.44,233.67,Carte,App,Email,10.0,0,4.0,Professionnel,Port-au-Prince,Accessoire
O01795,C0377,P023,2025-11-13,3,132.18,0.23,396.54,305.34,Mobile Money,App,Email,3.0,0,4.0,Indépendant,Montréal,Logiciel
O01796,C0098,P014,2024-01-24,2,120.86,0.03,241.72,234.47,Virement,App,Email,3.0,0,4.0,Professionnel,Port-au-Prince,Cours
O01797,C0329,P019,2024-07-24,2,121.48,0.15,242.96,206.52,Cash,App,Organique,3.0,0,4.0,Étudiant,Port-au-Prince,Cours
O01798,C0495,P007,2024-04-09,1,308.43,0.03,308.43,299.18,Virement,Web,Organique,0.0,0,4.0,Étudiant,Port-au-Prince,Logiciel
O01799,C0344,P049,2025-09-11,1,308.72,0.22,308.72,240.8,Carte,Web,Partenariat,5.0,0,4.0,Étudiant,Paris,Logiciel
O01800,C0352,P040,2024-12-11,3,141.14,0.12,423.42,372.61,Cash,Web,Email,2.0,0,5.0,Étudiant,Montréal,Cloud
O01801,C0097,P056,2025-10-21,5,144.68,0.1,723.4,651.06,Virement,App,Organique,3.0,0,4.0,Étudiant,Port-au-Prince,Logiciel
O01802,C0319,P001,2025-04-20,2,1681.08,0.09,3362.16,3059.57,Carte,Boutique,Réseaux sociaux,12.0,0,4.0,Professionnel,Port-au-Prince,Laptop
O01803,C0355,P038,2025-02-02,2,98.38,0.11,196.76,175.12,Carte,Web,Organique,2.0,0,4.0,Professionnel,Santo Domingo,Cours
O01804,C0056,P034,2025-01-04,2,294.16,0.06,588.32,553.02,Cash,Web,Réseaux sociaux,1.0,0,5.0,Professionnel,Cap-Haïtien,Logiciel
O01805,C0156,P038,2024-05-24,5,98.38,0.07,491.9,457.47,Carte,Web,Réseaux sociaux,1.0,0,5.0,Professionnel,Port-au-Prince,Cours
O01806,C0442,P060,2025-02-05,4,813.91,0.04,3255.64,3125.41,Mobile Money,App,Organique,6.0,0,4.0,Indépendant,Abidjan,Laptop
O01807,C0500,P024,2025-05-04,4,133.87,0.16,535.48,449.8,Carte,App,Réseaux sociaux,2.0,0,5.0,Professionnel,Saint-Marc,Cours
O01808,C0087,P009,2025-11-21,1,157.91,0.19,157.91,127.91,Mobile Money,App,Email,0.0,0,5.0,Étudiant,Les Cayes,Cours
O01809,C0366,P001,2025-01-27,5,1681.08,0.23,8405.4,6472.16,Carte,App,Direct,6.0,0,4.0,Étudiant,Gonaïves,Laptop
O01810,C0251,P030,2025-11-02,1,408.53,0.29,408.53,290.06,Mobile Money,App,Référencement payant,3.0,0,4.0,Étudiant,Jacmel,Cloud
O01811,C0296,P011,2025-11-06,5,41.85,0.17,209.25,173.68,Mobile Money,Web,Réseaux sociaux,0.0,0,4.0,Professionnel,Port-au-Prince,Cours
O01812,C0256,P009,2025-01-08,5,157.91,0.17,789.55,655.33,Virement,Web,Référencement payant,0.0,0,4.0,Entreprise,Cap-Haïtien,Cours
O01813,C0434,P009,2024-11-10,3,157.91,0.15,473.73,402.67,Carte,Web,Organique,5.0,0,4.0,Étudiant,Les Cayes,Cours
O01814,C0223,P017,2024-04-12,5,108.73,0.0,543.65,543.65,Carte,Boutique,Email,6.0,0,4.0,Étudiant,Montréal,Logiciel
O01815,C0295,P007,2024-07-10,5,308.43,0.05,1542.15,1465.04,Carte,App,Organique,0.0,0,4.0,Indépendant,Les Cayes,Logiciel
O01816,C0335,P030,2025-09-20,3,408.53,0.22,1225.59,955.96,Carte,Web,Organique,1.0,0,4.0,Entreprise,Port-au-Prince,Cloud
O01817,C0277,P040,2024-04-08,4,141.14,0.07,564.56,525.04,Cash,Web,Email,3.0,0,5.0,Professionnel,Montréal,Cloud
O01818,C0440,P018,2024-10-10,3,52.97,0.22,158.91,123.95,Carte,Web,Organique,3.0,0,4.0,Indépendant,Montréal,Cours
O01819,C0119,P009,2025-05-14,3,157.91,0.11,473.73,421.62,Carte,Boutique,Référencement payant,3.0,0,5.0,Professionnel,Port-au-Prince,Cours
O01820,C0475,P035,2024-06-21,2,52.24,0.12,104.48,91.94,Virement,Web,Email,0.0,0,5.0,Étudiant,Jérémie,Livre
O01821,C0340,P006,2025-11-27,4,75.23,0.09,300.92,273.84,Carte,App,Organique,12.0,0,4.0,Professionnel,Port-au-Prince,Accessoire
O01822,C0481,P045,2025-04-09,2,349.73,0.04,699.46,671.48,Carte,Web,Réseaux sociaux,0.0,0,5.0,Entreprise,Port-au-Prince,Cloud
O01823,C0188,P023,2024-01-21,1,132.18,0.25,132.18,99.14,Mobile Money,App,Email,3.0,0,5.0,Indépendant,Abidjan,Logiciel
O01824,C0240,P025,2024-06-25,2,95.45,0.12,190.9,167.99,Carte,App,Référencement payant,3.0,0,3.0,Étudiant,Port-au-Prince,Cours
O01825,C0022,P015,2025-06-13,1,215.62,0.01,215.62,213.46,Virement,Web,Partenariat,1.0,0,4.0,Étudiant,Saint-Marc,Cloud
O01826,C0462,P017,2025-09-09,5,108.73,0.11,543.65,483.85,Mobile Money,App,Réseaux sociaux,0.0,0,5.0,Étudiant,Santo Domingo,Logiciel
O01827,C0409,P009,2025-10-24,2,157.91,0.25,315.82,236.86,Carte,Web,Partenariat,2.0,0,5.0,Indépendant,Jacmel,Cours
O01828,C0149,P034,2025-08-31,4,294.16,0.06,1176.64,1106.04,Mobile Money,App,Réseaux sociaux,3.0,0,4.0,Indépendant,Abidjan,Logiciel
O01829,C0026,P009,2024-02-23,3,157.91,0.07,473.73,440.57,Virement,Web,Organique,3.0,0,4.0,Professionnel,Port-au-Prince,Cours
O01830,C0349,P041,2025-06-05,2,46.48,0.11,92.96,82.73,Carte,App,Email,1.0,0,5.0,Étudiant,Port-au-Prince,Livre
O01831,C0337,P016,2024-03-19,2,1572.54,0.01,3145.08,3113.63,Mobile Money,Web,Organique,14.0,0,5.0,Indépendant,Port-au-Prince,Laptop
O01832,C0264,P034,2024-02-24,5,294.16,0.17,1470.8,1220.76,Carte,App,Organique,3.0,0,4.0,Étudiant,Port-au-Prince,Logiciel
O01833,C0079,P033,2025-05-09,3,119.22,0.03,357.66,346.93,Mobile Money,Web,Organique,14.0,0,5.0,Entreprise,Port-au-Prince,Accessoire
O01834,C0460,P039,2024-12-07,3,179.66,0.0,538.98,538.98,Mobile Money,App,Partenariat,1.0,0,5.0,Étudiant,Abidjan,Cours
O01835,C0217,P046,2025-04-08,4,125.59,0.0,502.36,502.36,Carte,Web,Direct,1.0,0,4.0,Professionnel,Les Cayes,Cours
O01836,C0363,P034,2025-08-31,5,294.16,0.07,1470.8,1367.84,Mobile Money,Web,Direct,1.0,0,4.0,Indépendant,Santo Domingo,Logiciel
O01837,C0430,P052,2024-02-19,4,1932.53,0.16,7730.12,6493.3,Carte,App,Réseaux sociaux,12.0,0,5.0,Étudiant,Dakar,Laptop
O01838,C0275,P016,2025-01-12,3,1572.54,0.1,4717.62,4245.86,Mobile Money,Web,Réseaux sociaux,11.0,1,4.0,Étudiant,Gonaïves,Laptop
O01839,C0048,P046,2025-08-19,5,125.59,0.16,627.95,527.48,Mobile Money,Web,Partenariat,2.0,0,4.0,Professionnel,,Cours
O01840,C0444,P021,2024-11-10,5,151.84,0.25,759.2,569.4,Carte,App,Réseaux sociaux,,0,5.0,Indépendant,Cap-Haïtien,Cours
O01841,C0334,P038,2025-01-09,5,98.38,0.06,491.9,462.39,Carte,Web,Réseaux sociaux,6.0,0,3.0,Professionnel,Port-au-Prince,Cours
O01842,C0448,P030,2024-12-21,1,408.53,0.07,408.53,379.93,Cash,App,Organique,1.0,0,4.0,Indépendant,Fort-Liberté,Cloud
O01843,C0307,P055,2025-10-10,5,1771.15,0.21,8855.75,6996.04,Carte,Web,Email,10.0,0,5.0,Étudiant,Paris,Laptop
O01844,C0454,P017,2024-02-05,1,108.73,0.16,108.73,91.33,Carte,Boutique,Email,2.0,0,4.0,Indépendant,Les Cayes,Logiciel
O01845,C0434,P032,2025-09-19,4,756.36,0.25,3025.44,2269.08,Carte,App,Réseaux sociaux,4.0,0,5.0,Étudiant,Les Cayes,Laptop
O01846,C0108,P010,2025-08-06,4,28.28,0.08,113.12,104.07,Mobile Money,Web,Organique,1.0,0,,Professionnel,Jérémie,Livre
O01847,C0087,P039,2025-08-03,2,179.66,0.09,359.32,326.98,Carte,Web,Référencement payant,0.0,0,5.0,Étudiant,Les Cayes,Cours
O01848,C0081,P003,2024-10-21,1,40.16,0.14,40.16,34.54,Virement,App,Email,3.0,0,4.0,Indépendant,Paris,Livre
O01849,C0400,P025,2025-01-03,5,95.45,0.18,477.25,391.34,Mobile Money,App,Organique,1.0,0,5.0,Professionnel,Cap-Haïtien,Cours
O01850,C0121,P001,2024-09-20,5,1681.08,0.21,8405.4,6640.27,Carte,Web,Réseaux sociaux,8.0,0,5.0,Entreprise,Paris,Laptop
O01851,C0226,P020,2024-06-28,1,1817.26,0.13,1817.26,1581.02,Mobile Money,Web,Direct,2.0,0,4.0,Étudiant,Paris,Laptop
O01852,C0394,P030,2025-09-17,4,408.53,0.23,1634.12,1258.27,Carte,Web,Email,0.0,0,,Indépendant,Dakar,Cloud
O01853,C0215,P020,2024-12-27,1,1817.26,0.0,1817.26,1817.26,Carte,App,Email,12.0,0,4.0,Indépendant,Port-au-Prince,Laptop
O01854,C0031,P024,2025-06-01,3,133.87,0.03,401.61,389.56,Mobile Money,App,Email,3.0,0,5.0,Professionnel,Saint-Marc,Cours
O01855,C0181,P009,2024-03-13,2,157.91,0.08,315.82,290.55,Carte,Web,Direct,3.0,0,4.0,Étudiant,Hinche,Cours
O01856,C0048,P043,2025-07-18,4,119.53,0.15,478.12,406.4,Virement,Web,Réseaux sociaux,2.0,0,4.0,Professionnel,,Cours
O01857,C0193,P048,2025-04-16,3,74.61,0.17,223.83,185.78,Mobile Money,App,Organique,2.0,0,4.0,Étudiant,Cap-Haïtien,Cours
O01858,C0369,P028,2025-12-14,3,26.12,0.11,78.36,69.74,Carte,Boutique,Réseaux sociaux,6.0,0,4.0,Indépendant,Santo Domingo,Accessoire
O01859,C0260,P004,2024-04-05,4,91.27,0.04,365.08,350.48,Cash,Web,Partenariat,19.0,0,5.0,Étudiant,Cap-Haïtien,Accessoire
O01860,C0338,P004,2025-01-21,3,91.27,0.1,273.81,246.43,Mobile Money,Web,Organique,3.0,0,4.0,Étudiant,Gonaïves,Accessoire
O01861,C0054,P041,2024-12-31,1,46.48,0.12,46.48,40.9,Carte,Web,Organique,3.0,0,5.0,Entreprise,Cap-Haïtien,Livre
O01862,C0376,P056,2025-01-19,3,144.68,0.18,434.04,355.91,Mobile Money,App,Organique,3.0,0,5.0,Étudiant,Cap-Haïtien,Logiciel
O01863,C0213,P052,2024-02-08,4,1932.53,0.1,7730.12,6957.11,Cash,Web,Email,6.0,0,5.0,Étudiant,Port-au-Prince,Laptop
O01864,C0144,P025,2024-12-04,3,95.45,0.15,286.35,243.4,Mobile Money,Web,Email,2.0,0,5.0,Étudiant,Port-au-Prince,Cours
O01865,C0326,P030,2024-08-02,1,408.53,0.07,408.53,379.93,Mobile Money,App,Réseaux sociaux,3.0,0,5.0,Étudiant,Port-au-Prince,Cloud
O01866,C0068,P010,2025-03-17,1,28.28,0.07,28.28,26.3,Mobile Money,Web,Organique,1.0,0,3.0,Entreprise,Paris,Livre
